age,listening_time,songs_played_per_day,skip_rate,ads_listened_per_week,offline_listening,is_churned,gender_Female,gender_Male,gender_Other,country_AU,country_CA,country_DE,country_FR,country_IN,country_PK,country_UK,country_US,subscription_type_Family,subscription_type_Free,subscription_type_Premium,subscription_type_Student,device_type_Desktop,device_type_Mobile,device_type_Web
0.8837209302325582,0.05536332179930796,0.22448979591836732,0.33333333333333337,1.7666111683812746,-1.7217203925172955,1.6920012351128386,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
0.39534883720930236,0.45328719723183397,0.6224489795918366,0.5666666666666668,-0.5099377861913971,0.5808144018889839,-0.5910161170380652,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0.5116279069767442,0.6539792387543253,0.37755102040816324,0.06666666666666667,-0.5099377861913971,0.5808144018889839,1.6920012351128386,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.13953488372093026,0.08996539792387544,0.01020408163265306,0.5166666666666667,-0.5099377861913971,0.5808144018889839,-0.5910161170380652,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0.3023255813953488,0.8304498269896194,0.5714285714285714,0.6,-0.5099377861913971,0.5808144018889839,1.6920012351128386,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
0.023255813953488358,0.7231833910034603,0.346938775510204,0.7666666666666667,0.4447440334681103,-1.7217203925172955,-0.5910161170380652,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0.5348837209302325,0.9653979238754326,0.43877551020408156,0.6333333333333334,-0.5099377861913971,0.5808144018889839,-0.5910161170380652,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
0.5813953488372093,0.6920415224913495,0.6836734693877551,0.18333333333333335,-0.1427524709377404,-1.7217203925172955,-0.5910161170380652,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0.9069767441860466,0.1384083044982699,0.6632653061224489,0.48333333333333334,-0.5099377861913971,0.5808144018889839,-0.5910161170380652,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0.6511627906976745,0.9273356401384084,0.9489795918367346,0.6333333333333334,2.721292988040782,-1.7217203925172955,-0.5910161170380652,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
0.39534883720930236,0.26297577854671284,0.43877551020408156,0.18333333333333335,2.2072335466856625,-1.7217203925172955,-0.5910161170380652,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0.18604651162790697,0.356401384083045,0.2346938775510204,0.9333333333333335,2.3541076727871255,-1.7217203925172955,1.6920012351128386,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
0.4883720930232558,0.048442906574394456,0.8673469387755102,0.18333333333333335,-0.5099377861913971,0.5808144018889839,-0.5910161170380652,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
0.8604651162790697,0.12110726643598616,0.4693877551020408,1.0,-0.5099377861913971,0.5808144018889839,-0.5910161170380652,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0.4883720930232558,0.3598615916955017,0.12244897959183672,0.7333333333333334,-0.5099377861913971,0.5808144018889839,1.6920012351128386,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
0.2093023255813954,0.7612456747404844,0.24489795918367346,0.43333333333333335,-0.5099377861913971,0.5808144018889839,-0.5910161170380652,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
0.4651162790697674,0.5916955017301039,0.9387755102040816,0.38333333333333336,-0.5099377861913971,0.5808144018889839,-0.5910161170380652,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0.9767441860465116,0.3806228373702423,0.07142857142857142,0.6833333333333333,-0.5099377861913971,0.5808144018889839,-0.5910161170380652,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
0.41860465116279066,0.5190311418685122,0.31632653061224486,0.5833333333333334,-0.5099377861913971,0.5808144018889839,-0.5910161170380652,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0.4418604651162791,0.9377162629757786,0.510204081632653,0.5833333333333334,-0.5099377861913971,0.5808144018889839,-0.5910161170380652,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
0.39534883720930236,0.4429065743944637,0.6020408163265305,1.0,-0.5099377861913971,0.5808144018889839,-0.5910161170380652,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0.7674418604651163,0.03460207612456748,0.061224489795918366,0.75,-0.5099377861913971,0.5808144018889839,-0.5910161170380652,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.6744186046511629,0.4429065743944637,0.9591836734693877,0.16666666666666669,-0.5099377861913971,0.5808144018889839,-0.5910161170380652,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
0.6511627906976745,0.4290657439446367,0.9795918367346937,0.7,-0.5099377861913971,0.5808144018889839,-0.5910161170380652,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0.37209302325581395,0.4256055363321799,0.21428571428571425,0.9833333333333333,-0.5099377861913971,0.5808144018889839,-0.5910161170380652,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
